Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.02  655357/655357      void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [37]
                0.00    0.00  655413/1310882     bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [62]
                0.00    0.00  655357/1966071     __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const [97]
                0.00    0.00  655357/1966127     __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [96]
-----------------------------------------------
                0.00    0.02      56/56          void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::allocator<std::vector<int, std::allocator<int> > >) [29]
[28]     0.1    0.00    0.02      56         void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [28]
                0.00    0.02      56/56          void std::__destroy_aux<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __false_type) [27]
-----------------------------------------------
                0.00    0.02      56/56          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
[29]     0.1    0.00    0.02      56         void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::allocator<std::vector<int, std::allocator<int> > >) [29]
                0.00    0.02      56/56          void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [28]
-----------------------------------------------
                0.02    0.00      18/18          std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[30]     0.1    0.02    0.00      18         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
                0.00    0.00      18/1030377     std::vector<int, std::allocator<int> >::size() const [31]
                0.00    0.00      36/36          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>) [74]
                0.00    0.00      18/1061868     __gnu_cxx::new_allocator<int>::construct(int*, int const&) [35]
                0.00    0.00      54/3091131     std::allocator<int>::allocator(std::allocator<int> const&) [38]
                0.00    0.00      54/3091134     std::allocator<int>::~allocator() [57]
                0.00    0.00      18/1030377     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [67]
                0.00    0.00      72/331792      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [108]
                0.00    0.00      54/414668      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [106]
                0.00    0.00      54/2060774     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [94]
                0.00    0.00      18/20          std::vector<int, std::allocator<int> >::max_size() const [175]
                0.00    0.00      18/18          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [176]
                0.00    0.00      18/165824      std::vector<int, std::allocator<int> >::end() [118]
                0.00    0.00      18/165842      std::vector<int, std::allocator<int> >::begin() [117]
                0.00    0.00      18/18          void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>) [179]
                0.00    0.00      18/655379      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [104]
-----------------------------------------------
                0.00    0.00       2/1030377     std::vector<int, std::allocator<int> >::reserve(unsigned long) [42]
                0.00    0.00      18/1030377     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
                0.00    0.02 1030357/1030377     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [7]
[31]     0.1    0.00    0.02 1030377         std::vector<int, std::allocator<int> >::size() const [31]
                0.02    0.00 1030377/2060736     std::vector<int, std::allocator<int> >::begin() const [26]
                0.00    0.01 1030377/1030379     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [64]
                0.00    0.00 1030377/2060734     std::vector<int, std::allocator<int> >::end() const [95]
-----------------------------------------------
                0.02    0.00  228956/228956      void std::sort<int*>(int*, int*) [15]
[32]     0.1    0.02    0.00  228956         void std::__introsort_loop<int*, long>(int*, int*, long) [32]
-----------------------------------------------
                0.00    0.02   93751/93751       NonconformingMesh::Setup() [5]
[33]     0.1    0.00    0.02   93751         TOAST_Mesh::elen() const [33]
                0.02    0.00   93751/93751       ElementList::Len() const [34]
-----------------------------------------------
                0.02    0.00   93751/93751       TOAST_Mesh::elen() const [33]
[34]     0.1    0.02    0.00   93751         ElementList::Len() const [34]
-----------------------------------------------
                0.00    0.00      18/1061868     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
                0.00    0.00   82894/1061868     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.02    0.00  978956/1061868     std::vector<int, std::allocator<int> >::push_back(int const&) [23]
[35]     0.1    0.02    0.00 1061868         __gnu_cxx::new_allocator<int>::construct(int*, int const&) [35]
                0.00    0.00 1061868/2321181     operator new(unsigned long, void*) [93]
-----------------------------------------------
                0.00    0.00       2/655359      NonconformingMesh::Setup() [5]
                0.00    0.02  655357/655359      void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [37]
[36]     0.1    0.00    0.02  655359         std::vector<int, std::allocator<int> >::~vector() [36]
                0.00    0.01  655359/655359      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [60]
                0.01    0.00  655359/1030361     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>) [48]
                0.00    0.00  655359/3091131     std::allocator<int>::allocator(std::allocator<int> const&) [38]
                0.00    0.00  655359/3091134     std::allocator<int>::~allocator() [57]
                0.00    0.00  655359/2060774     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [94]
-----------------------------------------------
                0.00    0.02  655357/655357      void std::__destroy_aux<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __false_type) [27]
[37]     0.1    0.00    0.02  655357         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [37]
                0.00    0.02  655357/655359      std::vector<int, std::allocator<int> >::~vector() [36]
-----------------------------------------------
                0.00    0.00       2/3091131     int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<int*>(unsigned long, int*, int*) [79]
                0.00    0.00       2/3091131     std::vector<int, std::allocator<int> >::reserve(unsigned long) [42]
